file,emotion
091-164,fear
091-165,fear
091-201,disgust
091-202,disgust
091-203,disgust
091-204,disgust
091-205,disgust
091-206,disgust
091-207,disgust
091-208,disgust
091-209,disgust
091-210,disgust
091-211,disgust
091-212,disgust
091-213,disgust
091-214,disgust
091-215,disgust
091-251,anger
091-252,anger
091-253,anger
091-254,anger
091-255,anger
091-256,anger
091-257,anger
091-258,anger
091-259,anger
091-260,anger
091-261,anger
091-262,anger
091-263,anger
091-264,anger
091-266,anger
091-301,sadness
091-302,sadness
091-303,sadness
091-304,sadness
091-305,sadness
091-306,sadness
091-307,sadness
091-308,sadness
091-309,sadness
091-310,sadness
091-311,sadness
091-312,sadness
091-313,sadness
091-314,sadness
091-315,sadness
092-016,happiness
092-017,happiness
092-018,happiness
092-019,happiness
092-020,happiness
092-021,happiness
092-022,happiness
092-023,happiness
092-024,happiness
092-025,happiness
092-026,happiness
092-027,happiness
092-028,happiness
092-029,happiness
092-030,happiness
092-066,surprise
092-067,surprise
092-068,surprise
092-069,surprise
092-070,surprise
092-071,surprise
092-072,surprise
092-073,surprise
092-074,surprise
092-075,surprise
092-076,surprise
092-077,surprise
092-078,surprise
092-079,surprise
092-080,surprise
092-116,neutral
092-117,neutral
092-118,neutral
092-119,neutral
092-120,neutral
092-121,neutral
092-122,neutral
092-123,neutral
092-124,neutral
092-125,neutral
092-126,neutral
092-127,neutral
092-128,neutral
092-129,neutral
092-130,neutral
092-166,fear
092-167,fear
092-168,fear
092-169,fear
092-170,fear
092-171,fear
092-172,fear
092-173,fear
092-174,fear
092-175,fear
092-176,fear
092-177,fear
092-178,fear
092-179,fear
092-180,fear
092-216,disgust
092-217,disgust
092-218,disgust
092-219,disgust
092-220,disgust
092-221,disgust
092-222,disgust
092-223,disgust
092-224,disgust
092-225,disgust
092-226,disgust
092-227,disgust
092-228,disgust
092-229,disgust
092-230,disgust
092-266,anger
092-267,anger
092-268,anger
092-269,anger
092-270,anger
092-271,anger
092-272,anger
092-273,anger
092-274,anger
092-275,anger
092-276,anger
092-277,anger
092-278,anger
092-279,anger
092-280,anger
092-316,sadness
092-317,sadness
092-318,sadness
092-319,sadness
092-320,sadness
092-321,sadness
092-322,sadness
092-323,sadness
092-324,sadness
092-325,sadness
092-326,sadness
092-327,sadness
092-328,sadness
092-329,sadness
092-330,sadness
093-031,happiness
093-032,happiness
093-033,happiness
093-034,happiness
093-035,happiness
093-036,happiness
093-037,happiness
093-038,happiness
093-039,happiness
093-040,happiness
093-041,happiness
093-042,happiness
093-043,happiness
093-044,happiness
093-045,happiness
093-081,surprise
093-082,surprise
093-083,surprise
093-084,surprise
093-085,surprise
093-086,surprise
093-087,surprise
093-088,surprise
093-089,surprise
093-090,surprise
093-091,surprise
093-092,surprise
093-093,surprise
093-094,surprise
093-095,surprise
093-131,neutral
093-132,neutral
093-133,neutral
093-134,neutral
093-135,neutral
093-136,neutral
093-137,neutral
093-138,neutral
093-139,neutral
093-140,neutral
093-141,neutral
093-142,neutral
093-143,neutral
093-144,neutral
093-145,neutral
093-181,fear
093-182,fear
093-183,fear
093-184,fear
093-185,fear
093-186,fear
093-187,fear
093-188,fear
093-189,fear
093-190,fear
093-191,fear
093-192,fear
093-193,fear
093-194,fear
093-195,fear
093-231,disgust
093-232,disgust
093-233,disgust
093-234,disgust
093-235,disgust
093-236,disgust
093-237,disgust
093-238,disgust
093-239,disgust
093-240,disgust
093-241,disgust
093-242,disgust
093-243,disgust
093-244,disgust
093-245,disgust
093-281,anger
093-282,anger
093-283,anger
093-284,anger
093-285,anger
093-286,anger
093-287,anger
093-288,anger
093-289,anger
093-290,anger
093-291,anger
093-292,anger
093-293,anger
093-294,anger
093-295,anger
093-331,sadness
093-332,sadness
093-333,sadness
093-334,sadness
093-335,sadness
093-336,sadness
093-337,sadness
093-338,sadness
093-339,sadness
093-340,sadness
093-341,sadness
093-342,sadness
093-343,sadness
093-344,sadness
093-345,sadness
094-001,happiness
094-002,happiness
094-003,happiness
094-004,happiness
094-005,happiness
094-006,happiness
094-007,happiness
094-008,happiness
094-009,happiness
094-010,happiness
094-046,happiness
094-047,happiness
094-048,happiness
094-049,happiness
094-050,happiness
094-051,surprise
094-052,surprise
094-053,surprise
094-054,surprise
094-055,surprise
094-056,surprise
094-057,surprise
094-058,surprise
094-059,surprise
094-060,surprise
094-095,surprise
094-096,surprise
094-097,surprise
094-098,surprise
094-099,surprise
094-101,neutral
094-102,neutral
094-103,neutral
094-104,neutral
094-105,neutral
094-106,neutral
094-107,neutral
094-108,neutral
094-109,neutral
094-110,neutral
094-146,neutral
094-147,neutral
094-148,neutral
094-149,neutral
094-150,neutral
094-151,fear
094-152,fear
094-153,fear
094-154,fear
094-155,fear
094-156,fear
094-157,fear
094-158,fear
094-159,fear
094-160,fear
094-196,fear
094-197,fear
094-198,fear
094-199,fear
094-200,fear
094-201,disgust
094-202,disgust
094-203,disgust
094-204,disgust
094-205,disgust
094-206,disgust
094-207,disgust
094-208,disgust
094-209,disgust
094-210,disgust
094-246,disgust
094-247,disgust
094-248,disgust
094-249,disgust
094-250,disgust
094-251,anger
094-252,anger
094-253,anger
094-254,anger
094-255,anger
094-256,anger
094-257,anger
094-258,anger
094-259,anger
094-260,anger
094-296,anger
094-297,anger
094-298,anger
094-299,anger
094-300,anger
094-301,sadness
094-302,sadness
094-303,sadness
094-304,sadness
094-305,sadness
094-306,sadness
094-307,sadness
094-308,sadness
094-309,sadness
094-310,sadness
094-346,sadness
094-347,sadness
094-348,sadness
094-349,sadness
094-350,sadness
095-011,happiness
095-012,happiness
095-013,happiness
095-014,happiness
095-015,happiness
095-016,happiness
095-017,happiness
095-018,happiness
095-019,happiness
095-020,happiness
095-021,happiness
095-022,happiness
095-023,happiness
095-024,happiness
095-025,happiness
095-061,surprise
095-062,surprise
095-063,surprise
095-064,surprise
095-065,surprise
095-066,surprise
095-067,surprise
095-068,surprise
095-069,surprise
095-070,surprise
095-071,surprise
095-072,surprise
095-073,surprise
095-074,surprise
095-075,surprise
095-111,neutral
095-112,neutral
095-113,neutral
095-114,neutral
095-115,neutral
095-116,neutral
095-117,neutral
095-118,neutral
095-119,neutral
095-120,neutral
095-121,neutral
095-122,neutral
095-123,neutral
095-124,neutral
095-125,neutral
095-161,fear
095-162,fear
095-163,fear
095-164,fear
095-165,fear
095-166,fear
095-167,fear
095-168,fear
095-169,fear
095-170,fear
095-171,fear
095-172,fear
095-173,fear
095-174,fear
095-175,fear
095-211,disgust
095-212,disgust
095-213,disgust
095-214,disgust
095-215,disgust
095-216,disgust
095-217,disgust
095-218,disgust
095-219,disgust
095-220,disgust
095-221,disgust
095-222,disgust
095-223,disgust
095-224,disgust
095-225,disgust
095-261,anger
095-262,anger
095-263,anger
095-264,anger
095-265,anger
095-266,anger
095-267,anger
095-268,anger
095-269,anger
095-270,anger
095-271,anger
095-272,anger
095-273,anger
095-274,anger
095-275,anger
095-311,sadness
095-312,sadness
095-313,sadness
095-314,sadness
095-315,sadness
095-316,sadness
095-317,sadness
095-318,sadness
095-319,sadness
095-320,sadness
095-321,sadness
095-322,sadness
095-323,sadness
095-324,sadness
095-325,sadness
096-026,happiness
096-027,happiness
096-028,happiness
096-029,happiness
096-030,happiness
096-031,happiness
096-032,happiness
096-033,happiness
096-034,happiness
096-035,happiness
096-036,happiness
096-037,happiness
096-038,happiness
096-039,happiness
096-040,happiness
096-076,surprise
096-077,surprise
096-078,surprise
096-079,surprise
096-080,surprise
096-081,surprise
096-082,surprise
096-083,surprise
096-084,surprise
096-085,surprise
096-086,surprise
096-087,surprise
096-088,surprise
096-089,surprise
096-090,surprise
096-126,neutral
096-127,neutral
096-128,neutral
096-129,neutral
096-130,neutral
096-131,neutral
096-132,neutral
096-133,neutral
096-134,neutral
096-135,neutral
096-136,neutral
096-137,neutral
096-138,neutral
096-139,neutral
096-140,neutral
096-176,fear
096-177,fear
096-178,fear
096-179,fear
096-180,fear
096-181,fear
096-182,fear
096-183,fear
096-184,fear
096-185,fear
096-186,fear
096-187,fear
096-188,fear
096-189,fear
096-190,fear
096-226,disgust
096-227,disgust
096-228,disgust
096-229,disgust
096-230,disgust
096-231,disgust
096-232,disgust
096-233,disgust
096-234,disgust
096-235,disgust
096-236,disgust
096-237,disgust
096-238,disgust
096-239,disgust
096-240,disgust
096-276,anger
096-277,anger
096-278,anger
096-279,anger
096-280,anger
096-281,anger
096-282,anger
096-283,anger
096-284,anger
096-285,anger
096-286,anger
096-287,anger
096-288,anger
096-289,anger
096-300,anger
096-326,sadness
096-327,sadness
096-328,sadness
096-329,sadness
096-330,sadness
096-331,sadness
096-332,sadness
096-333,sadness
096-334,sadness
096-335,sadness
096-336,sadness
096-337,sadness
096-338,sadness
096-339,sadness
096-340,sadness
097-001,happiness
097-002,happiness
097-003,happiness
097-004,happiness
097-005,happiness
097-041,happiness
097-042,happiness
097-043,happiness
097-044,happiness
097-045,happiness
097-046,happiness
097-047,happiness
097-048,happiness
097-049,happiness
097-050,happiness
097-051,surprise
097-052,surprise
097-053,surprise
097-054,surprise
097-055,surprise
097-090,surprise
097-091,surprise
097-092,surprise
097-093,surprise
097-094,surprise
097-095,surprise
097-096,surprise
097-097,surprise
097-098,surprise
097-099,surprise
097-101,neutral
097-102,neutral
097-103,neutral
097-104,neutral
097-105,neutral
097-141,neutral
097-142,neutral
097-143,neutral
097-144,neutral
097-145,neutral
097-146,neutral
097-147,neutral
097-148,neutral
097-149,neutral
097-150,neutral
097-151,fear
097-152,fear
097-153,fear
097-154,fear
097-155,fear
097-191,fear
097-192,fear
097-193,fear
097-194,fear
097-195,fear
097-196,fear
097-197,fear
097-198,fear
097-199,fear
097-200,fear
097-201,disgust
097-202,disgust
097-203,disgust
097-204,disgust
097-205,disgust
097-241,disgust
097-242,disgust
097-243,disgust
097-244,disgust
097-245,disgust
097-246,disgust
097-247,disgust
097-248,disgust
097-249,disgust
097-250,disgust
097-251,anger
097-252,anger
097-253,anger
097-254,anger
097-255,anger
097-291,anger
097-292,anger
097-293,anger
097-294,anger
097-295,anger
097-296,anger
097-297,anger
097-298,anger
097-299,anger
097-300,anger
097-301,sadness
097-302,sadness
097-303,sadness
097-304,sadness
097-305,sadness
097-306,sadness
097-309,sadness
097-341,sadness
097-342,sadness
097-343,sadness
097-344,sadness
097-345,sadness
097-346,sadness
097-347,sadness
097-348,sadness
098-006,happiness
098-007,happiness
098-008,happiness
098-009,happiness
098-010,happiness
098-011,happiness
098-012,happiness
098-013,happiness
098-014,happiness
098-015,happiness
098-016,happiness
098-017,happiness
098-018,happiness
098-019,happiness
098-020,happiness
098-056,surprise
098-057,surprise
098-058,surprise
098-059,surprise
098-060,surprise
098-061,surprise
098-062,surprise
098-063,surprise
098-064,surprise
098-065,surprise
098-066,surprise
098-067,surprise
098-068,surprise
098-069,surprise
098-070,surprise
098-106,neutral
098-107,neutral
098-108,neutral
098-109,neutral
098-110,neutral
098-111,neutral
098-112,neutral
098-113,neutral
098-114,neutral
098-115,neutral
098-116,neutral
098-117,neutral
098-118,neutral
098-119,neutral
098-120,neutral
098-156,fear
098-157,fear
098-158,fear
098-159,fear
098-160,fear
098-161,fear
098-162,fear
098-163,fear
098-164,fear
098-165,fear
098-166,fear
098-167,fear
098-168,fear
098-169,fear
098-170,fear
098-206,disgust
098-207,disgust
098-208,disgust
098-209,disgust
098-210,disgust
098-211,disgust
098-212,disgust
098-213,disgust
098-214,disgust
098-215,disgust
098-216,disgust
098-217,disgust
098-218,disgust
098-219,disgust
098-220,disgust
098-256,anger
098-257,anger
098-258,anger
098-259,anger
098-260,anger
098-261,anger
098-262,anger
098-263,anger
098-264,anger
098-265,anger
098-266,anger
098-267,anger
098-268,anger
098-269,anger
098-270,anger
098-306,sadness
098-307,sadness
098-308,sadness
098-309,sadness
098-310,sadness
098-311,sadness
098-312,sadness
098-313,sadness
098-314,sadness
098-315,sadness
098-316,sadness
098-317,sadness
098-318,sadness
098-319,sadness
098-320,sadness
099-021,happiness
099-022,happiness
099-023,happiness
099-024,happiness
099-025,happiness
099-026,happiness
099-027,happiness
099-028,happiness
099-029,happiness
099-030,happiness
099-031,happiness
099-032,happiness
099-033,happiness
099-034,happiness
099-035,happiness
099-071,surprise
099-072,surprise
099-073,surprise
099-074,surprise
099-075,surprise
099-076,surprise
099-077,surprise
099-078,surprise
099-079,surprise
099-080,surprise
099-081,surprise
099-082,surprise
099-083,surprise
099-084,surprise
099-085,surprise
099-121,neutral
099-122,neutral
099-123,neutral
099-124,neutral
099-125,neutral
099-126,neutral
099-127,neutral
099-128,neutral
099-129,neutral
099-130,neutral
099-131,neutral
099-132,neutral
099-133,neutral
099-134,neutral
099-135,neutral
099-170,fear
099-171,fear
099-172,fear
099-173,fear
099-174,fear
099-175,fear
099-176,fear
099-177,fear
099-178,fear
099-179,fear
099-181,fear
099-182,fear
099-183,fear
099-184,fear
099-185,fear
099-221,disgust
099-222,disgust
099-223,disgust
099-224,disgust
099-225,disgust
099-226,disgust
099-227,disgust
099-228,disgust
099-229,disgust
099-230,disgust
099-231,disgust
099-232,disgust
099-233,disgust
099-234,disgust
099-235,disgust
099-271,anger
099-272,anger
099-273,anger
099-274,anger
099-275,anger
099-276,anger
099-277,anger
099-278,anger
099-279,anger
099-280,anger
099-281,anger
099-282,anger
099-283,anger
099-284,anger
099-285,anger
099-321,sadness
099-322,sadness
099-323,sadness
099-324,sadness
099-325,sadness
099-326,sadness
099-327,sadness
099-328,sadness
099-329,sadness
099-330,sadness
099-331,sadness
099-332,sadness
099-333,sadness
099-334,sadness
099-335,sadness
