file,emotion
071-147,neutral
071-148,neutral
071-149,neutral
071-150,neutral
071-186,fear
071-187,fear
071-188,fear
071-189,fear
071-190,fear
071-191,fear
071-192,fear
071-193,fear
071-194,fear
071-195,fear
071-196,fear
071-197,fear
071-198,fear
071-199,fear
071-200,fear
071-236,disgust
071-237,disgust
071-238,disgust
071-239,disgust
071-240,disgust
071-241,disgust
071-242,disgust
071-243,disgust
071-244,disgust
071-245,disgust
071-246,disgust
071-247,disgust
071-248,disgust
071-249,disgust
071-250,disgust
071-286,anger
071-287,anger
071-288,anger
071-289,anger
071-290,anger
071-291,anger
071-292,anger
071-293,anger
071-294,anger
071-295,anger
071-296,anger
071-297,anger
071-298,anger
071-299,anger
071-300,anger
071-336,sadness
071-337,sadness
071-338,sadness
071-339,sadness
071-340,sadness
071-341,sadness
071-342,sadness
071-343,sadness
071-344,sadness
071-345,sadness
071-346,sadness
071-347,sadness
071-348,sadness
071-349,sadness
071-350,sadness
072-001,happiness
072-002,happiness
072-003,happiness
072-004,happiness
072-005,happiness
072-006,happiness
072-007,happiness
072-008,happiness
072-009,happiness
072-010,happiness
072-011,happiness
072-012,happiness
072-013,happiness
072-014,happiness
072-015,happiness
072-051,surprise
072-052,surprise
072-053,surprise
072-054,surprise
072-055,surprise
072-056,surprise
072-057,surprise
072-058,surprise
072-059,surprise
072-060,surprise
072-061,surprise
072-062,surprise
072-063,surprise
072-064,surprise
072-065,surprise
072-101,neutral
072-102,neutral
072-103,neutral
072-104,neutral
072-105,neutral
072-106,neutral
072-107,neutral
072-108,neutral
072-109,neutral
072-110,neutral
072-111,neutral
072-112,neutral
072-113,neutral
072-114,neutral
072-115,neutral
072-151,fear
072-152,fear
072-153,fear
072-154,fear
072-155,fear
072-156,fear
072-157,fear
072-158,fear
072-159,fear
072-160,fear
072-161,fear
072-162,fear
072-163,fear
072-164,fear
072-165,fear
072-201,disgust
072-202,disgust
072-203,disgust
072-204,disgust
072-205,disgust
072-206,disgust
072-207,disgust
072-208,disgust
072-209,disgust
072-210,disgust
072-211,disgust
072-212,disgust
072-213,disgust
072-214,disgust
072-215,disgust
072-251,anger
072-252,anger
072-253,anger
072-254,anger
072-255,anger
072-256,anger
072-257,anger
072-258,anger
072-259,anger
072-260,anger
072-261,anger
072-262,anger
072-263,anger
072-264,anger
072-265,anger
072-301,sadness
072-302,sadness
072-303,sadness
072-304,sadness
072-305,sadness
072-306,sadness
072-307,sadness
072-308,sadness
072-309,sadness
072-310,sadness
072-311,sadness
072-312,sadness
072-313,sadness
072-314,sadness
072-315,sadness
073-016,happiness
073-017,happiness
073-018,happiness
073-019,happiness
073-020,happiness
073-021,happiness
073-022,happiness
073-023,happiness
073-024,happiness
073-025,happiness
073-026,happiness
073-027,happiness
073-028,happiness
073-029,happiness
073-030,happiness
073-066,surprise
073-067,surprise
073-068,surprise
073-069,surprise
073-070,surprise
073-071,surprise
073-072,surprise
073-073,surprise
073-074,surprise
073-075,surprise
073-076,surprise
073-077,surprise
073-078,surprise
073-079,surprise
073-080,surprise
073-116,neutral
073-117,neutral
073-118,neutral
073-119,neutral
073-120,neutral
073-121,neutral
073-122,neutral
073-123,neutral
073-124,neutral
073-125,neutral
073-126,neutral
073-127,neutral
073-128,neutral
073-129,neutral
073-130,neutral
073-166,fear
073-167,fear
073-168,fear
073-169,fear
073-170,fear
073-171,fear
073-172,fear
073-173,fear
073-174,fear
073-175,fear
073-176,fear
073-177,fear
073-178,fear
073-179,fear
073-180,fear
073-216,disgust
073-217,disgust
073-218,disgust
073-219,disgust
073-220,disgust
073-221,disgust
073-222,disgust
073-223,disgust
073-224,disgust
073-225,disgust
073-226,disgust
073-227,disgust
073-228,disgust
073-229,disgust
073-230,disgust
073-266,anger
073-267,anger
073-268,anger
073-269,anger
073-270,anger
073-271,anger
073-272,anger
073-273,anger
073-274,anger
073-275,anger
073-276,anger
073-277,anger
073-278,anger
073-279,anger
073-280,anger
073-316,sadness
073-317,sadness
073-318,sadness
073-319,sadness
073-320,sadness
073-321,sadness
073-322,sadness
073-323,sadness
073-324,sadness
073-325,sadness
073-326,sadness
073-327,sadness
073-328,sadness
073-329,sadness
073-330,sadness
074-031,happiness
074-032,happiness
074-033,happiness
074-034,happiness
074-035,happiness
074-036,happiness
074-037,happiness
074-038,happiness
074-039,happiness
074-040,happiness
074-041,happiness
074-042,happiness
074-043,happiness
074-044,happiness
074-045,happiness
074-081,surprise
074-082,surprise
074-083,surprise
074-084,surprise
074-085,surprise
074-086,surprise
074-087,surprise
074-088,surprise
074-089,surprise
074-090,surprise
074-091,surprise
074-092,surprise
074-093,surprise
074-094,surprise
074-095,surprise
074-131,neutral
074-132,neutral
074-133,neutral
074-134,neutral
074-135,neutral
074-136,neutral
074-137,neutral
074-138,neutral
074-139,neutral
074-140,neutral
074-141,neutral
074-142,neutral
074-143,neutral
074-144,neutral
074-145,neutral
074-181,fear
074-182,fear
074-183,fear
074-184,fear
074-185,fear
074-186,fear
074-187,fear
074-188,fear
074-189,fear
074-190,fear
074-191,fear
074-192,fear
074-193,fear
074-194,fear
074-195,fear
074-231,disgust
074-232,disgust
074-233,disgust
074-234,disgust
074-235,disgust
074-236,disgust
074-237,disgust
074-238,disgust
074-239,disgust
074-240,disgust
074-241,disgust
074-242,disgust
074-243,disgust
074-244,disgust
074-245,disgust
074-281,anger
074-282,anger
074-283,anger
074-284,anger
074-285,anger
074-286,anger
074-287,anger
074-288,anger
074-289,anger
074-290,anger
074-291,anger
074-292,anger
074-293,anger
074-294,anger
074-295,anger
074-331,sadness
074-332,sadness
074-333,sadness
074-334,sadness
074-335,sadness
074-336,sadness
074-337,sadness
074-338,sadness
074-339,sadness
074-340,sadness
074-341,sadness
074-342,sadness
074-343,sadness
074-344,sadness
074-345,sadness
075-001,happiness
075-002,happiness
075-003,happiness
075-004,happiness
075-005,happiness
075-006,happiness
075-007,happiness
075-008,happiness
075-009,happiness
075-010,happiness
075-046,happiness
075-047,happiness
075-048,happiness
075-049,happiness
075-050,happiness
075-051,surprise
075-052,surprise
075-053,surprise
075-054,surprise
075-055,surprise
075-056,surprise
075-057,surprise
075-058,surprise
075-059,surprise
075-060,surprise
075-095,surprise
075-096,surprise
075-097,surprise
075-098,surprise
075-099,surprise
075-101,neutral
075-102,neutral
075-103,neutral
075-104,neutral
075-105,neutral
075-106,neutral
075-107,neutral
075-108,neutral
075-109,neutral
075-110,neutral
075-146,neutral
075-147,neutral
075-148,neutral
075-149,neutral
075-150,neutral
075-151,fear
075-152,fear
075-153,fear
075-154,fear
075-155,fear
075-156,fear
075-157,fear
075-158,fear
075-159,fear
075-160,fear
075-196,fear
075-197,fear
075-198,fear
075-199,fear
075-200,fear
075-201,disgust
075-202,disgust
075-203,disgust
075-204,disgust
075-205,disgust
075-206,disgust
075-207,disgust
075-208,disgust
075-209,disgust
075-210,disgust
075-246,disgust
075-247,disgust
075-248,disgust
075-249,disgust
075-250,disgust
075-251,anger
075-252,anger
075-253,anger
075-254,anger
075-255,anger
075-256,anger
075-257,anger
075-258,anger
075-259,anger
075-260,anger
075-296,anger
075-297,anger
075-298,anger
075-299,anger
075-300,anger
075-301,sadness
075-302,sadness
075-303,sadness
075-304,sadness
075-305,sadness
075-306,sadness
075-307,sadness
075-308,sadness
075-309,sadness
075-310,sadness
075-346,sadness
075-347,sadness
075-348,sadness
075-349,sadness
075-350,sadness
076-011,happiness
076-012,happiness
076-013,happiness
076-014,happiness
076-015,happiness
076-016,happiness
076-017,happiness
076-018,happiness
076-019,happiness
076-020,happiness
076-021,happiness
076-022,happiness
076-023,happiness
076-024,happiness
076-025,happiness
076-061,surprise
076-062,surprise
076-063,surprise
076-064,surprise
076-065,surprise
076-066,surprise
076-067,surprise
076-068,surprise
076-069,surprise
076-070,surprise
076-071,surprise
076-072,surprise
076-073,surprise
076-074,surprise
076-075,surprise
076-111,neutral
076-112,neutral
076-113,neutral
076-114,neutral
076-115,neutral
076-116,neutral
076-117,neutral
076-118,neutral
076-119,neutral
076-120,neutral
076-121,neutral
076-122,neutral
076-123,neutral
076-124,neutral
076-125,neutral
076-161,fear
076-162,fear
076-163,fear
076-164,fear
076-165,fear
076-166,fear
076-167,fear
076-168,fear
076-169,fear
076-170,fear
076-171,fear
076-172,fear
076-173,fear
076-174,fear
076-175,fear
076-211,disgust
076-212,disgust
076-213,disgust
076-214,disgust
076-215,disgust
076-216,disgust
076-217,disgust
076-218,disgust
076-219,disgust
076-220,disgust
076-221,disgust
076-222,disgust
076-223,disgust
076-224,disgust
076-225,disgust
076-261,anger
076-262,anger
076-263,anger
076-264,anger
076-265,anger
076-266,anger
076-267,anger
076-268,anger
076-269,anger
076-270,anger
076-272,anger
076-273,anger
076-274,anger
076-275,anger
076-291,anger
076-311,sadness
076-312,sadness
076-313,sadness
076-314,sadness
076-315,sadness
076-316,sadness
076-317,sadness
076-318,sadness
076-319,sadness
076-320,sadness
076-321,sadness
076-322,sadness
076-323,sadness
076-324,sadness
076-325,sadness
077-026,happiness
077-027,happiness
077-028,happiness
077-029,happiness
077-030,happiness
077-031,happiness
077-032,happiness
077-033,happiness
077-034,happiness
077-035,happiness
077-036,happiness
077-037,happiness
077-038,happiness
077-039,happiness
077-040,happiness
077-076,surprise
077-077,surprise
077-078,surprise
077-079,surprise
077-080,surprise
077-081,surprise
077-082,surprise
077-083,surprise
077-084,surprise
077-085,surprise
077-086,surprise
077-087,surprise
077-088,surprise
077-089,surprise
077-090,surprise
077-126,neutral
077-127,neutral
077-128,neutral
077-129,neutral
077-130,neutral
077-131,neutral
077-132,neutral
077-133,neutral
077-134,neutral
077-135,neutral
077-136,neutral
077-137,neutral
077-138,neutral
077-139,neutral
077-140,neutral
077-176,fear
077-177,fear
077-178,fear
077-179,fear
077-180,fear
077-181,fear
077-182,fear
077-183,fear
077-184,fear
077-185,fear
077-186,fear
077-187,fear
077-188,fear
077-189,fear
077-190,fear
077-226,disgust
077-227,disgust
077-228,disgust
077-229,disgust
077-230,disgust
077-231,disgust
077-232,disgust
077-233,disgust
077-234,disgust
077-235,disgust
077-236,disgust
077-237,disgust
077-238,disgust
077-239,disgust
077-240,disgust
077-276,anger
077-277,anger
077-278,anger
077-279,anger
077-280,anger
077-281,anger
077-282,anger
077-283,anger
077-284,anger
077-285,anger
077-286,anger
077-287,anger
077-288,anger
077-289,anger
077-290,anger
077-326,sadness
077-327,sadness
077-328,sadness
077-329,sadness
077-330,sadness
077-331,sadness
077-332,sadness
077-333,sadness
077-334,sadness
077-335,sadness
077-336,sadness
077-337,sadness
077-338,sadness
077-339,sadness
077-340,sadness
078-001,happiness
078-002,happiness
078-003,happiness
078-004,happiness
078-005,happiness
078-041,happiness
078-042,happiness
078-043,happiness
078-044,happiness
078-045,happiness
078-046,happiness
078-047,happiness
078-048,happiness
078-049,happiness
078-050,happiness
078-051,surprise
078-052,surprise
078-053,surprise
078-054,surprise
078-055,surprise
078-090,surprise
078-091,surprise
078-092,surprise
078-093,surprise
078-094,surprise
078-095,surprise
078-096,surprise
078-097,surprise
078-098,surprise
078-099,surprise
078-101,neutral
078-102,neutral
078-103,neutral
078-104,neutral
078-105,neutral
078-141,neutral
078-142,neutral
078-143,neutral
078-144,neutral
078-145,neutral
078-146,neutral
078-147,neutral
078-148,neutral
078-149,neutral
078-150,neutral
078-151,fear
078-152,fear
078-153,fear
078-154,fear
078-155,fear
078-191,fear
078-192,fear
078-193,fear
078-194,fear
078-195,fear
078-196,fear
078-197,fear
078-198,fear
078-199,fear
078-200,fear
078-201,disgust
078-202,disgust
078-203,disgust
078-204,disgust
078-205,disgust
078-241,disgust
078-242,disgust
078-243,disgust
078-244,disgust
078-245,disgust
078-246,disgust
078-247,disgust
078-248,disgust
078-249,disgust
078-250,disgust
078-251,anger
078-252,anger
078-253,anger
078-254,anger
078-255,anger
078-291,anger
078-292,anger
078-293,anger
078-294,anger
078-295,anger
078-296,anger
078-297,anger
078-298,anger
078-299,anger
078-300,anger
078-301,sadness
078-302,sadness
078-303,sadness
078-304,sadness
078-305,sadness
078-341,sadness
078-342,sadness
078-343,sadness
078-344,sadness
078-345,sadness
078-346,sadness
078-347,sadness
078-348,sadness
078-349,sadness
078-350,sadness
079-006,happiness
079-007,happiness
079-008,happiness
079-009,happiness
079-010,happiness
079-011,happiness
079-012,happiness
079-013,happiness
079-014,happiness
079-015,happiness
079-016,happiness
079-017,happiness
079-018,happiness
079-019,happiness
079-020,happiness
079-056,surprise
079-057,surprise
079-058,surprise
079-059,surprise
079-060,surprise
079-061,surprise
079-062,surprise
079-063,surprise
079-064,surprise
079-065,surprise
079-066,surprise
079-067,surprise
079-068,surprise
079-069,surprise
079-070,surprise
079-071,surprise
079-106,neutral
079-107,neutral
079-108,neutral
079-109,neutral
079-110,neutral
079-111,neutral
079-112,neutral
079-113,neutral
079-114,neutral
079-115,neutral
079-116,neutral
079-117,neutral
079-118,neutral
079-119,neutral
079-120,neutral
079-156,fear
079-157,fear
079-158,fear
079-159,fear
079-160,fear
079-161,fear
079-162,fear
079-163,fear
079-164,fear
079-165,fear
079-166,fear
079-167,fear
079-168,fear
079-169,fear
079-170,fear
079-206,disgust
079-207,disgust
079-208,disgust
079-209,disgust
079-210,disgust
079-211,disgust
079-212,disgust
079-213,disgust
079-214,disgust
079-215,disgust
079-216,disgust
079-217,disgust
079-218,disgust
079-219,disgust
079-220,disgust
079-256,anger
079-257,anger
079-258,anger
079-259,anger
079-260,anger
079-261,anger
079-262,anger
079-263,anger
079-264,anger
079-265,anger
079-266,anger
079-267,anger
079-268,anger
079-269,anger
079-270,anger
079-306,sadness
079-307,sadness
079-308,sadness
079-309,sadness
079-310,sadness
079-311,sadness
079-312,sadness
079-313,sadness
079-314,sadness
079-315,sadness
079-316,sadness
079-317,sadness
079-318,sadness
079-319,sadness
079-320,sadness
080-021,happiness
080-022,happiness
080-023,happiness
080-024,happiness
080-025,happiness
080-026,happiness
080-027,happiness
080-028,happiness
080-029,happiness
080-030,happiness
080-031,happiness
080-032,happiness
080-033,happiness
080-034,happiness
080-035,happiness
080-071,surprise
080-072,surprise
080-073,surprise
080-074,surprise
080-075,surprise
080-076,surprise
080-077,surprise
080-078,surprise
080-079,surprise
080-080,surprise
080-081,surprise
080-082,surprise
080-083,surprise
080-084,surprise
080-085,surprise
080-121,neutral
080-122,neutral
080-123,neutral
080-124,neutral
080-125,neutral
080-126,neutral
080-127,neutral
080-128,neutral
080-129,neutral
080-130,neutral
080-131,neutral
080-132,neutral
080-133,neutral
080-134,neutral
080-135,neutral
080-136,neutral
080-170,fear
080-171,fear
080-172,fear
080-173,fear
080-174,fear
080-175,fear
080-176,fear
080-177,fear
080-178,fear
080-179,fear
080-181,fear
080-182,fear
080-183,fear
080-184,fear
080-185,fear
080-221,disgust
080-222,disgust
080-223,disgust
080-224,disgust
080-225,disgust
080-226,disgust
080-227,disgust
080-228,disgust
080-229,disgust
080-230,disgust
080-231,disgust
080-232,disgust
080-233,disgust
080-234,disgust
080-235,disgust
080-271,anger
080-272,anger
080-273,anger
080-274,anger
080-275,anger
080-276,anger
080-277,anger
080-278,anger
080-279,anger
080-280,anger
080-281,anger
080-282,anger
080-283,anger
080-284,anger
080-285,anger
080-321,sadness
080-322,sadness
080-323,sadness
080-324,sadness
080-325,sadness
080-326,sadness
080-327,sadness
080-328,sadness
080-329,sadness
080-330,sadness
080-331,sadness
080-332,sadness
080-333,sadness
080-334,sadness
080-335,sadness
081-036,happiness
081-037,happiness
081-038,happiness
081-039,happiness
081-040,happiness
081-041,happiness
081-042,happiness
081-043,happiness
081-044,happiness
081-045,happiness
081-046,happiness
081-047,happiness
081-048,happiness
081-049,happiness
081-050,happiness
081-080,surprise
081-086,surprise
081-087,surprise
081-088,surprise
081-089,surprise
081-090,surprise
081-091,surprise
081-092,surprise
081-093,surprise
081-094,surprise
081-095,surprise
081-096,surprise
081-097,surprise
081-098,surprise
081-099,surprise
081-131,neutral
081-136,neutral
081-137,neutral
081-138,neutral
081-139,neutral
081-140,neutral
081-141,neutral
081-142,neutral
081-143,neutral
081-144,neutral
081-145,neutral
081-146,neutral
081-147,neutral
081-148,neutral
081-149,neutral
081-150,neutral
081-186,fear
081-187,fear
081-188,fear
081-189,fear
081-190,fear
081-191,fear
081-192,fear
081-193,fear
081-194,fear
081-195,fear
081-196,fear
081-197,fear
081-198,fear
081-199,fear
081-200,fear
081-236,disgust
081-237,disgust
081-238,disgust
081-239,disgust
081-240,disgust
081-241,disgust
081-242,disgust
081-243,disgust
081-244,disgust
081-245,disgust
081-246,disgust
081-247,disgust
081-248,disgust
081-249,disgust
081-250,disgust
081-286,anger
081-287,anger
081-288,anger
081-289,anger
081-290,anger
081-291,anger
081-292,anger
081-293,anger
081-294,anger
081-295,anger
081-296,anger
081-297,anger
081-298,anger
081-299,anger
081-300,anger
081-336,sadness
081-337,sadness
081-338,sadness
081-339,sadness
081-340,sadness
081-341,sadness
081-342,sadness
081-343,sadness
081-344,sadness
081-345,sadness
081-346,sadness
081-347,sadness
081-348,sadness
081-349,sadness
081-350,sadness
082-001,happiness
082-002,happiness
082-003,happiness
082-004,happiness
082-005,happiness
082-006,happiness
082-007,happiness
082-008,happiness
082-009,happiness
082-010,happiness
082-011,happiness
082-012,happiness
082-013,happiness
082-014,happiness
082-015,happiness
082-051,surprise
082-052,surprise
082-053,surprise
082-054,surprise
082-055,surprise
082-056,surprise
082-057,surprise
082-058,surprise
082-059,surprise
082-060,surprise
082-061,surprise
082-062,surprise
082-063,surprise
082-064,surprise
082-065,surprise
082-101,neutral
082-102,neutral
082-103,neutral
082-104,neutral
082-105,neutral
082-106,neutral
082-107,neutral
082-108,neutral
082-109,neutral
082-110,neutral
082-111,neutral
082-112,neutral
082-113,neutral
082-114,neutral
082-115,neutral
082-151,fear
082-152,fear
082-153,fear
082-154,fear
082-155,fear
082-156,fear
082-157,fear
082-158,fear
082-159,fear
082-160,fear
082-161,fear
082-162,fear
082-163,fear
082-164,fear
082-165,fear
082-201,disgust
082-202,disgust
082-203,disgust
082-204,disgust
082-205,disgust
082-206,disgust
082-207,disgust
082-208,disgust
082-209,disgust
082-210,disgust
082-211,disgust
082-212,disgust
082-213,disgust
082-214,disgust
082-215,disgust
082-251,anger
082-252,anger
082-253,anger
082-254,anger
082-255,anger
082-256,anger
082-257,anger
082-258,anger
082-259,anger
082-260,anger
082-261,anger
082-262,anger
082-263,anger
082-264,anger
082-265,anger
082-301,sadness
082-302,sadness
082-303,sadness
082-304,sadness
082-305,sadness
082-306,sadness
082-307,sadness
082-308,sadness
082-309,sadness
082-310,sadness
082-311,sadness
082-312,sadness
082-313,sadness
082-314,sadness
082-315,sadness
083-016,happiness
083-017,happiness
083-018,happiness
083-019,happiness
083-020,happiness
083-021,happiness
083-022,happiness
083-023,happiness
083-024,happiness
083-025,happiness
083-026,happiness
083-027,happiness
083-028,happiness
083-029,happiness
083-030,happiness
083-066,surprise
083-067,surprise
083-068,surprise
083-069,surprise
083-070,surprise
083-071,surprise
083-072,surprise
083-073,surprise
083-074,surprise
083-075,surprise
083-076,surprise
083-077,surprise
083-078,surprise
083-079,surprise
083-080,surprise
083-116,neutral
083-117,neutral
083-118,neutral
083-119,neutral
083-120,neutral
083-121,neutral
083-122,neutral
083-123,neutral
083-124,neutral
083-125,neutral
083-126,neutral
083-127,neutral
083-128,neutral
083-129,neutral
083-130,neutral
083-166,fear
083-167,fear
083-168,fear
083-169,fear
083-170,fear
083-171,fear
083-172,fear
083-173,fear
083-174,fear
083-175,fear
083-176,fear
083-177,fear
083-178,fear
083-179,fear
083-190,fear
083-216,disgust
083-217,disgust
083-218,disgust
083-219,disgust
083-220,disgust
083-221,disgust
083-222,disgust
083-223,disgust
083-224,disgust
083-225,disgust
083-226,disgust
083-227,disgust
083-228,disgust
083-229,disgust
083-230,disgust
083-266,anger
083-267,anger
083-268,anger
083-269,anger
083-270,anger
083-271,anger
083-272,anger
083-273,anger
083-274,anger
083-275,anger
083-276,anger
083-277,anger
083-278,anger
083-279,anger
083-280,anger
083-316,sadness
083-317,sadness
083-318,sadness
083-319,sadness
083-320,sadness
083-321,sadness
083-322,sadness
083-323,sadness
083-324,sadness
083-325,sadness
083-326,sadness
083-327,sadness
083-328,sadness
083-329,sadness
083-330,sadness
084-001,happiness
084-002,happiness
084-003,happiness
084-004,happiness
084-005,happiness
084-006,happiness
084-007,happiness
084-008,happiness
084-009,happiness
084-010,happiness
084-041,happiness
084-042,happiness
084-043,happiness
084-044,happiness
084-045,happiness
084-046,happiness
084-047,happiness
084-048,happiness
084-049,happiness
084-050,happiness
084-051,surprise
084-052,surprise
084-053,surprise
084-054,surprise
084-055,surprise
084-056,surprise
084-057,surprise
084-058,surprise
084-059,surprise
084-060,surprise
084-090,surprise
084-091,surprise
084-092,surprise
084-093,surprise
084-094,surprise
084-095,surprise
084-096,surprise
084-097,surprise
084-098,surprise
084-099,surprise
084-101,neutral
084-102,neutral
084-103,neutral
084-104,neutral
084-105,neutral
084-106,neutral
084-107,neutral
084-108,neutral
084-109,neutral
084-110,neutral
084-141,neutral
084-142,neutral
084-143,neutral
084-144,neutral
084-145,neutral
084-146,neutral
084-147,neutral
084-148,neutral
084-149,neutral
084-150,neutral
084-151,fear
084-152,fear
084-153,fear
084-154,fear
084-155,fear
084-156,fear
084-157,fear
084-158,fear
084-159,fear
084-160,fear
084-191,fear
084-192,fear
084-193,fear
084-194,fear
084-195,fear
084-196,fear
084-197,fear
084-198,fear
084-199,fear
084-200,fear
084-201,disgust
084-202,disgust
084-203,disgust
084-204,disgust
084-205,disgust
084-206,disgust
084-207,disgust
084-208,disgust
084-209,disgust
084-210,disgust
084-241,disgust
084-242,disgust
084-243,disgust
084-244,disgust
084-245,disgust
084-246,disgust
084-247,disgust
084-248,disgust
084-249,disgust
084-250,disgust
084-251,anger
084-252,anger
084-253,anger
084-254,anger
084-255,anger
084-256,anger
084-257,anger
084-258,anger
084-259,anger
084-260,anger
084-291,anger
084-292,anger
084-293,anger
084-294,anger
084-295,anger
084-296,anger
084-297,anger
084-298,anger
084-299,anger
084-300,anger
084-301,sadness
084-302,sadness
084-303,sadness
084-304,sadness
084-305,sadness
084-306,sadness
084-307,sadness
084-308,sadness
084-309,sadness
084-310,sadness
084-341,sadness
084-342,sadness
084-343,sadness
084-344,sadness
084-345,sadness
084-346,sadness
084-347,sadness
084-348,sadness
084-349,sadness
084-350,sadness
